ECO_ID,SpeciesCount,BiomeType,GF_H,LC_A,PH_D,RS_T,PT_U,LS_C,LM_L,LV_P,SS_B,IF_I,OP_H,FS_Z,PF_C,FT_D,FD_D,SizeCategory,sPC1,sPC2,sPC3
60102,1129.733333,Trop/Subtrop Forests,-0.099736442,-2.265982411,-1.379932124,-0.938816455,0.967551164,-1.5121268,-1.057612251,-0.951906149,1.321898183,0.540089466,1.004228618,-0.820383185,0.50649797,0.895305173,-0.256551075,"(670, 1652]",2.14053794095791,0.0202845318925826,0.0462369888907175
60103,5628.8,Trop/Subtrop Forests,-0.337385033,-3.135711481,-1.525635481,-1.054899727,0.875294081,-1.755955183,-1.081389099,-0.722963598,1.258779513,0.575264342,0.549698955,-0.638549767,0.549719911,0.596275163,-0.275058756,"(1652, 9633]",2.78568583917439,0.194412886624672,1.0711698060216
60104,5669.533333,Trop/Subtrop Forests,-0.240372658,-2.981927322,-1.126260566,-0.802000051,0.750313374,-1.702295299,-0.862201924,-0.769212135,1.203561438,0.60333609,0.661768671,-0.697438156,0.360599634,1.031834103,-0.074273903,"(1652, 9633]",2.22239457691523,-0.273989318214637,0.613563114852703
60105,4071.933333,Trop/Subtrop Forests,-0.406458466,-3.058710042,-1.256200741,-0.491086245,0.78406848,-1.832791491,-0.893428684,-1.048872401,1.119424051,0.671192684,0.530739469,-0.780376671,0.184374573,0.582229469,-0.419989238,"(1652, 9633]",3.00773801702817,0.148811042605997,0.396537309717792
60106,410.2,Trop/Subtrop Forests,-0.694650562,-2.801319279,-1.487449453,-0.095119653,0.653031468,-1.334584018,-0.745580722,-1.746964977,1.220678366,0.288310263,0.694668719,-0.879689141,0.255735629,0.431823925,-0.258248455,"[57, 670]",3.42931135968377,-0.777482976805394,-1.35681545528675
60107,2236.666667,Trop/Subtrop Forests,-1.134759232,-3.707218259,-2.067925421,-0.965744929,0.679439476,-1.48350207,-1.567370465,-1.427385451,1.031719602,0.5889518,0.942058046,-0.956352825,0.367964634,0.190555028,-0.49201695,"(1652, 9633]",4.65344024403897,0.854776129841065,-0.381234194700089
60109,3065.666667,Trop/Subtrop Forests,-0.248435425,-2.958352307,-1.292038295,-0.368242133,0.80021153,-2.120913414,-0.944237549,-0.898609054,1.111770092,0.814944113,0.296795476,-0.623795296,0.203903895,0.351259323,-0.393310347,"(1652, 9633]",2.85846095099134,-0.0885058201642189,1.34599169427095
60111,2202.133333,Trop/Subtrop Forests,-0.258474185,-2.503628875,-1.483728464,-1.010613916,0.795252826,-1.790392686,-1.12629287,-0.929816436,1.117452938,0.716104398,0.674617933,-0.673458186,0.313964251,0.598962598,-0.302586588,"(1652, 9633]",2.85282258382423,-0.0905292904887649,0.710305213583522
60112,2162.133333,Trop/Subtrop Forests,0.019823495,-2.546592596,-0.887303195,-0.606498344,0.811108439,-2.099171344,-0.765851592,-0.834009356,1.209230685,0.738137188,0.462676913,-0.659587329,0.16570403,0.932701334,-0.285712961,"(1652, 9633]",2.11844912184224,-0.338525245251518,1.10821388496106
60113,1274.6,Trop/Subtrop Forests,-0.029870915,-2.608902374,-0.963824237,-0.280334322,0.824982054,-1.993643176,-0.587222674,-0.82061946,1.131614155,0.865222579,0.405168972,-0.679223261,0.202066474,0.894887084,-0.323875366,"(670, 1652]",1.88166394798996,-0.0856972054135252,0.955862730889843
60114,590.0666667,Trop/Subtrop Forests,-0.044240076,-2.511071868,-1.194701003,-0.117547399,0.69875023,-1.785949841,-0.748663937,-0.941475503,1.324218282,0.95451819,0.155954799,-0.653005216,-0.005622574,1.193675017,-0.239731453,"[57, 670]",1.89434659025035,-1.18943759019806,1.01811111880273
60115,2915.2,Trop/Subtrop Forests,-0.536317916,-3.349294494,-1.960019529,-1.154593112,0.698756556,-1.919727273,-1.551365758,-1.220275485,0.887337309,0.693412926,0.548034548,-0.81158399,0.211660611,0.007991452,-0.554932947,"(1652, 9633]",4.64073913772328,0.816323714084433,0.654871248913182
60117,741.7333333,Trop/Subtrop Forests,-0.369682114,-2.653747622,-1.559815093,-1.200947987,0.559358859,-2.248137753,-0.960448677,-1.064507826,1.125839176,0.718794701,0.598163981,-0.94038713,-0.102574361,0.174946138,-0.842485943,"(670, 1652]",4.20485740631702,0.723510426761074,0.46714752764281
60118,2653,Trop/Subtrop Forests,-0.54070463,-3.530701572,-1.56384189,-0.962063842,0.611485783,-1.898632882,-1.024942083,-0.978334229,1.078900092,0.846467056,0.38711094,-0.849545354,0.129827141,0.401074191,-0.478620562,"(1652, 9633]",3.72253513669243,0.613422913094615,0.774502085875028
60119,3399.933333,Trop/Subtrop Forests,-0.122933586,-2.389819652,-1.12961675,-0.553947689,0.908398665,-1.787971368,-0.874927602,-0.897036465,1.217932346,0.601540092,0.714827627,-0.647850884,0.236224217,0.744130644,-0.190746683,"(1652, 9633]",2.14966192657341,-0.615253521854057,0.57090727514181
60120,1319.933333,Trop/Subtrop Forests,-0.973462071,-3.286439586,-1.366186345,-1.074284302,0.352885166,-1.99714532,-1.289409891,-1.563631731,1.117460891,0.301535213,0.45512051,-1.056320871,0.152824366,0.44043368,-0.299196047,"(670, 1652]",4.88410703415089,-0.00697685629059666,-0.122500928609815
60121,7934.733333,Trop/Subtrop Forests,0.04639847,-3.215622436,-1.360859966,-0.67374127,0.871367702,-2.371442525,-1.271874287,-0.299496576,1.429656004,0.948806558,0.092221193,-0.365335221,0.349242941,0.683676263,-0.134508702,"(1652, 9633]",2.0705256123175,-0.802783597566759,3.29133388745255
60124,2338.533333,Trop/Subtrop Forests,-0.693733024,-3.470875168,-2.047645458,-1.353965854,0.510365736,-2.034046185,-1.562404336,-0.998130345,1.197011249,0.722044132,0.647567928,-0.930362713,0.385662479,0.268396609,-0.469549147,"(1652, 9633]",4.39430004158267,0.803585846834669,1.07026120336947
60125,4283.866667,Trop/Subtrop Forests,-0.636652615,-2.986489936,-1.836105497,-1.218485026,0.738306645,-1.595400617,-1.364995804,-1.148655198,1.22194611,0.530185925,0.847437357,-0.70150317,0.44732193,0.44899612,-0.326264156,"(1652, 9633]",3.6310985088636,-0.0495555494567708,0.253085242883686
60127,1534.933333,Trop/Subtrop Forests,-0.406484781,-2.388928409,-1.260575301,-0.803838065,0.581542353,-1.692622748,-0.870897296,-1.301542555,1.203340254,0.527197132,0.779741392,-0.834731675,0.202952838,0.647308179,-0.321348682,"(670, 1652]",3.1120063285591,-0.413627165887561,-0.427398408048879
60128,2303.066667,Trop/Subtrop Forests,-1.246869056,-3.487209226,-1.788632343,-0.539673778,0.764472848,-1.417878011,-1.211175286,-1.910413371,0.793171305,0.384836192,0.966036534,-0.993014075,0.228504973,-0.005485706,-0.573229933,"(1652, 9633]",4.92793328744185,0.886222293708073,-1.52038302503343
60129,5031.733333,Trop/Subtrop Forests,-0.363899094,-3.050270228,-1.683338161,-1.305485901,0.805411713,-1.884712537,-1.314782043,-0.922734725,1.137155171,0.676468116,0.56547844,-0.608035863,0.291395759,0.27561054,-0.431722733,"(1652, 9633]",3.61483954712857,0.143139112445925,1.06406034062958
60130,4329.133333,Trop/Subtrop Forests,-0.327584341,-2.89889463,-1.610050346,-0.965526171,0.799228213,-1.913171737,-1.154119681,-0.975192179,1.119477324,0.667181169,0.584674571,-0.689121296,0.241776302,0.338579232,-0.429445067,"(1652, 9633]",3.39157967128973,0.127289349718361,0.836278224882363
60131,703.3333333,Trop/Subtrop Forests,-0.649044594,-3.517236982,-1.496899417,-0.786715958,0.28562262,-2.348110203,-1.113682754,-1.431517583,1.000492181,0.403603216,0.406635189,-1.014721814,0.148312782,0.294586224,-0.39175793,"(670, 1652]",4.81190513683398,0.437660509712652,0.362636009259707
60132,1789.4,Trop/Subtrop Forests,-1.214637164,-3.377312484,-2.077606935,-0.918617619,0.726963258,-1.322250181,-1.531535303,-1.548848314,1.144107677,0.589226776,1.01938232,-0.825018562,0.593007305,0.25866036,-0.447672831,"(1652, 9633]",4.22733180005366,0.484029340389034,-0.561592074385357
60134,562.3333333,Trop/Subtrop Forests,-0.024492118,-2.274110816,-1.405273243,-1.109153722,0.918617619,-1.805772785,-1.004439314,-0.703182445,1.275642922,0.531783257,0.45032317,-0.501682293,0.492917464,0.717933156,0.042061474,"[57, 670]",2.13130528701777,-0.918531421736353,1.418829796707
60135,2952.066667,Trop/Subtrop Forests,-1.099612922,-3.207360369,-1.695512166,-0.828822246,0.786030139,-1.201800273,-1.197586072,-1.515556447,1.076752146,0.533566206,1.107265705,-0.757386146,0.48237115,0.460408583,-0.282808584,"(1652, 9633]",3.59146602127263,0.100770209593852,-0.95310418438509
60136,5781.933333,Trop/Subtrop Forests,-0.214167589,-2.997645208,-1.352113563,-0.426564696,0.735886462,-2.095479611,-1.026415646,-0.784795198,1.210482673,0.828053487,0.267741718,-0.618394736,0.264385635,0.547333624,-0.2854977,"(1652, 9633]",2.66569519913111,-0.325195438264598,1.60274133463839
60137,1634.6,Trop/Subtrop Forests,-1.0460723,-2.856578213,-1.360233056,-0.887838295,0.874685124,-1.221344131,-1.060289939,-1.756226471,1.00348579,0.526703941,1.274321768,-0.835474596,0.302232363,0.461405176,-0.363508616,"(670, 1652]",3.5572069293899,0.197264134508047,-1.53027714442525
60138,753.2666667,Trop/Subtrop Forests,-1.288133151,-3.48087571,-1.982150589,-1.116502958,0.820526762,-0.970371352,-1.375278659,-1.871058909,1.343498408,0.592231563,1.325321774,-0.651647756,0.722234042,0.544550546,-0.327110542,"(670, 1652]",3.6609659074828,-0.0815458947014631,-1.20272444148729
60139,1042.866667,Trop/Subtrop Forests,-0.556273228,-2.205809643,-1.156039783,-0.933940833,0.829485652,-0.985607426,-0.754142276,-1.448860702,1.418358138,0.446458269,1.425484609,-0.6325106,0.504530593,1.000947498,-0.14100043,"(670, 1652]",1.97995989053741,-0.975533082551667,-1.56969785165983
60140,2709.933333,Trop/Subtrop Forests,-0.673595392,-2.785082432,-1.338332384,-0.640956133,0.727890886,-1.38293778,-1.058571033,-1.281254154,1.066870345,0.519066147,1.031001874,-0.722676866,0.391852668,0.764547042,-0.14414894,"(1652, 9633]",2.87522884617171,-0.338740826992357,-0.635155735872485
60142,3986.6,Trop/Subtrop Forests,-0.918303555,-3.572770191,-1.765664782,-0.728371703,0.70078403,-1.597514743,-1.325682355,-1.445884559,0.911843489,0.525975423,0.677379673,-0.847963798,0.227777865,0.040242057,-0.594206128,"(1652, 9633]",4.64480642883351,0.712341084425469,-0.434515379093088
60143,1932.133333,Trop/Subtrop Forests,-1.101474452,-3.533434665,-2.035011046,-1.200947987,0.669964417,-1.554530146,-1.674240117,-1.386901189,1.124328747,0.559663157,0.92027578,-0.921068508,0.509511761,0.310835216,-0.417455576,"(1652, 9633]",4.52277214594264,0.71663338920983,-0.0518907445500728
60145,6442.466667,Trop/Subtrop Forests,0.143863437,-2.991318591,-1.406144557,-0.601788959,0.877064253,-2.456576769,-1.196175679,-0.46121205,1.206027219,0.990417099,0.114173974,-0.41667074,0.279540789,0.490864583,-0.323486715,"(1652, 9633]",2.39410468480803,-0.263294505004773,2.93664616294167
60146,2220.2,Trop/Subtrop Forests,0.214786819,-2.322609531,-0.767169143,-0.393558556,0.88906031,-2.201154525,-0.45250463,-0.781974153,1.17049788,0.818297661,0.421795642,-0.704906515,0.074710008,1.017869623,-0.40240725,"(1652, 9633]",1.69327465099457,-0.0647771777140056,1.08810418205485
60148,997.0666667,Trop/Subtrop Forests,0.148624927,-1.823220432,-1.066035321,-1.020688605,1.006525093,-1.38470905,-0.722727301,-0.81467543,1.179047891,0.548429983,1.322805968,-0.592554074,0.351235843,1.180817777,-0.120299891,"(670, 1652]",1.29817807446855,-0.5195652912689,-0.382793280431438
60150,4961.666667,Trop/Subtrop Forests,-0.150448854,-2.54102556,-0.966458563,-0.217285473,0.726846435,-1.605262774,-0.62547915,-1.080305613,1.244158271,0.550523967,0.74954854,-0.698304692,0.216164738,1.083288049,-0.158837514,"(1652, 9633]",1.94128058884417,-0.833642561083645,-0.223910751332478
60151,1084.933333,Trop/Subtrop Forests,-0.140839337,-2.24588599,-1.499813941,-0.996188912,0.905089695,-1.582606966,-0.934441997,-1.006749125,1.255638668,0.382297614,0.842440617,-0.923195496,0.357139841,0.620802738,-0.235810359,"(670, 1652]",2.70507148995103,-0.0315551399084568,-0.0888124831723109
60152,1628.066667,Trop/Subtrop Forests,-0.191505644,-2.343082081,-1.361442685,-0.878366401,0.887938895,-1.478838724,-0.909183828,-1.05032103,1.305785636,0.455227931,0.924975406,-0.800792159,0.391775095,0.772546361,-0.199926345,"(670, 1652]",2.37299450334878,-0.338056865142318,-0.208228511245538
60153,5147.466667,Trop/Subtrop Forests,-0.162516749,-3.101783857,-1.168420683,0.073959919,0.658649664,-2.160238717,-0.873345133,-0.877102672,1.310200081,0.648321499,0.261130067,-0.688653985,0.065912767,0.621647363,-0.30315981,"(1652, 9633]",2.68069415819298,-0.786851917849083,1.21990613109731
60154,4679.533333,Trop/Subtrop Forests,-0.154279011,-2.465323203,-1.175887822,-0.997475681,0.873974753,-1.712340842,-1.041450668,-0.851680405,1.138614766,0.644014987,0.75061401,-0.648469287,0.301417488,0.858972737,-0.185783939,"(1652, 9633]",2.35921686232275,-0.289661694648617,0.594192062760845
60155,1454.6,Trop/Subtrop Forests,-0.180888848,-2.130727724,-1.268777826,-0.81343693,0.798030139,-1.819217474,-0.791862627,-1.051466194,1.245005447,0.517244678,0.83476758,-0.817937956,0.258865013,0.64262586,-0.329431907,"(670, 1652]",2.5830390672617,-0.221814909777514,0.0598292555230954
60156,1821.4,Trop/Subtrop Forests,-1.534051237,-4.064012088,-2.169001524,-0.570582023,0.691650549,-1.29857568,-1.560595282,-1.831449889,0.926160521,0.530574409,0.912883011,-0.97175166,0.44915799,-0.029616528,-0.641370007,"(1652, 9633]",5.23265144193581,1.14080314754305,-1.12784041499631
60157,724.4666667,Trop/Subtrop Forests,-1.302075534,-3.447024052,-2.059128075,-0.488531707,0.806082316,-1.217743676,-1.408420387,-1.52365344,1.086549891,0.697096436,1.012011379,-0.710138726,0.710507298,0.275694954,-0.515250848,"(670, 1652]",3.81243009756169,0.602953651936273,-0.630559070203386
60158,669.6,Trop/Subtrop Forests,-1.174155312,-3.694183323,-2.332270451,-1.218126956,0.475935743,-1.495320427,-2.061832843,-1.29379098,1.230674825,0.657575943,1.031941077,-0.921740171,0.658807061,0.351401724,-0.293708686,"[57, 670]",4.6153411067795,0.480113011669615,0.22509407585877
60160,6054.4,Trop/Subtrop Forests,-0.193659045,-2.830896255,-1.438237346,-0.693258133,0.803715222,-1.896727693,-0.869435245,-0.802132932,1.252639155,0.663309183,0.42444987,-0.678716604,0.414450135,0.750062756,-0.273186767,"(1652, 9633]",2.47894090283279,-0.0850257122925306,1.10109173677979
60161,1754.2,Trop/Subtrop Forests,-0.316074948,-2.460485178,-1.389724944,-0.684600965,0.90394352,-1.620376483,-0.978167913,-1.048479888,1.084385532,0.610455381,0.752811192,-0.734491283,0.224045176,0.750407336,-0.335265612,"(1652, 9633]",2.68905665109833,-0.127145033188377,0.106613600360471
60162,1861.066667,Trop/Subtrop Forests,-0.050089524,-2.490702403,-1.113655761,-0.61487716,0.82433912,-1.943783677,-0.761638712,-0.993097647,1.115341105,0.701464394,0.486283652,-0.633145566,0.123956679,0.824460849,-0.195282574,"(1652, 9633]",2.32686503193376,-0.579908127339177,0.807846957575585
60163,1769.066667,Trop/Subtrop Forests,-1.445145639,-4.317088946,-1.972034094,-0.590114332,0.770427468,-1.38485839,-1.518076169,-1.896759088,0.778752416,0.42764869,0.971028965,-1.098935881,0.239629783,-0.152410295,-0.734172278,"(1652, 9633]",5.62215468415209,1.6253247336391,-1.44249086806563
60164,1185.2,Trop/Subtrop Forests,0.353848553,-1.650971664,-0.852495442,-0.629283257,0.941238795,-1.518002909,-0.538341607,-0.853662079,1.062550549,0.598760638,1.204700823,-0.822296514,0.259240582,1.094980817,-0.278384384,"(670, 1652]",1.29586259444783,0.0873503736832607,-0.703642180217352
60165,1378.2,Trop/Subtrop Forests,0.126019697,-2.208772646,-0.353450057,0.124912665,0.916974608,-1.760242834,-0.208097983,-0.925138061,1.213424248,0.451903386,0.689035844,-0.845122027,-0.133585951,1.247617109,-0.209260492,"(670, 1652]",1.33167133953918,-0.814902850366535,-0.383288043562278
60166,4769.8,Trop/Subtrop Forests,-0.978853687,-3.34975635,-1.607209228,-0.574703154,0.738116883,-1.406797926,-1.143306748,-1.606695194,0.902135971,0.514859829,0.886421353,-0.823057139,0.180415007,0.24773976,-0.490001126,"(1652, 9633]",4.2017457142228,0.336099789895369,-1.039554587278
60167,5193.8,Trop/Subtrop Forests,0.028755618,-3.3193287,-1.595429228,-0.985490835,0.871027422,-2.345596249,-1.252158865,-0.51111547,1.252247379,0.83157636,0.20832467,-0.466531066,0.338328166,0.484332081,-0.261295942,"(1652, 9633]",2.79198070015203,-0.134071442796304,2.7374376104612
60168,963.6,Trop/Subtrop Forests,-1.383601464,-3.198671757,-1.965212619,-0.341053846,0.760842257,-1.015715048,-1.151505375,-2.11400257,1.206257949,0.518399672,1.110992543,-0.757496398,0.60341012,0.199703807,-0.525853998,"(670, 1652]",4.01522201596718,-0.0334654811248629,-1.81592444184171
60169,1541.866667,Trop/Subtrop Forests,-0.484285323,-3.880595545,-2.214986604,-2.188384741,0.42846337,-2.761381752,-1.780485883,-0.586763971,1.360638125,0.945039619,0.417991572,-1.058637689,0.37233188,0.438067004,-0.393845913,"(670, 1652]",4.59976912153985,1.39457994913458,3.11709619682469
60170,1411.266667,Trop/Subtrop Forests,-0.760952067,-2.772050985,-1.821131289,-1.152455421,0.960497806,-1.188703292,-1.074459536,-1.282275197,1.173753495,0.556266937,1.244585359,-0.708138431,0.530939392,0.560660396,-0.409073275,"(670, 1652]",3.05766094679224,0.320827294822299,-0.77005322399693
60171,593.6666667,Trop/Subtrop Forests,0.229195804,-1.949285076,-1.269683846,-0.881499723,0.862517871,-2.334058568,-0.943098717,-0.445726042,1.344768969,0.691650549,0.812289938,-0.52287424,0.56260545,0.870057477,-0.284413731,"[57, 670]",1.62356440175285,-0.192189609775498,1.86736137167871
60173,3109.866667,Trop/Subtrop Forests,-1.225129818,-3.396209395,-1.982486679,-0.875733564,0.751864045,-1.355470701,-1.568354147,-1.646336753,1.210190137,0.481927474,1.058456036,-0.813514314,0.594870991,0.298171243,-0.453644449,"(1652, 9633]",4.28033938148909,0.313391262533809,-0.655444117340576
60174,2947.933333,Trop/Subtrop Forests,-0.918787299,-3.749357619,-1.796449724,-0.73699799,0.51272118,-1.752514289,-1.305624587,-1.500053806,0.993029062,0.585452208,0.523381825,-0.933865924,0.093832746,-0.025513356,-0.556354219,"(1652, 9633]",4.94374517907629,0.496642551288195,-0.226622668484327
60175,1255.6,Trop/Subtrop Forests,-0.338525625,-2.975288508,-1.493718909,-0.7574407,0.528097952,-2.408162919,-0.864751989,-1.242637396,1.08860382,0.862575213,0.277830644,-1.031838199,-0.032904198,0.507636116,-0.70384008,"(670, 1652]",3.91986372245087,0.830796671404418,0.900521667663446
60176,3275.066667,Trop/Subtrop Forests,0.148198138,-1.985974952,-0.642212643,-0.406035949,0.99843508,-1.733759677,-0.536387474,-0.830296747,1.113732283,0.574379709,0.863003945,-0.713102781,0.225084772,1.22021259,-0.137689106,"(1652, 9633]",1.23840409751493,-0.392883896926826,0.093058143709656
60177,1081.533333,Trop/Subtrop Forests,0.094528422,-2.147098853,-0.684841568,-0.20026747,0.868929628,-2.112676,-0.355333606,-1.148336748,1.043722897,0.74584121,0.517807519,-0.882086633,0.008173706,0.930409104,-0.46017268,"(670, 1652]",2.01696597640734,0.187426723712087,0.194960440389202
60178,1928.133333,Trop/Subtrop Forests,-0.271662099,-2.657724048,-1.467985383,-0.896547125,0.873111797,-1.785444695,-1.079106657,-1.132026674,0.934327599,0.715312864,0.771057583,-0.680449389,0.139938711,0.287904379,-0.482486102,"(1652, 9633]",3.3117157231169,0.27305877293591,0.218706860026072
60179,431.4,Trop/Subtrop Forests,-0.295189641,-2.411475713,-1.420134049,-0.786715958,0.572347724,-2.027893609,-0.806233919,-1.366468449,1.074631962,0.495639382,0.575901479,-0.884508855,0.210201818,0.347892297,-0.260357242,"[57, 670]",3.47468489468537,-0.17527188450261,0.0836276778441046
60180,1314.866667,Trop/Subtrop Forests,-0.659335304,-2.637023841,-1.748046401,-1.439466485,0.934678308,-1.190028451,-1.116025393,-1.075720377,1.189008267,0.63729607,1.325456971,-0.66880201,0.635661255,0.756285732,-0.277971248,"(670, 1652]",2.63749863583891,0.320501618753477,-0.455914411790678
60181,1661.866667,Trop/Subtrop Forests,-0.158067528,-2.085157635,-0.969225716,-0.843658743,0.945195552,-1.429993816,-0.798075617,-1.022015272,1.089844295,0.4355932,1.186796129,-0.753306678,0.303594785,1.026191441,-0.156375365,"(1652, 9633]",1.98150012432868,-0.25706459863532,-0.67694254739387
60182,2325,Trop/Subtrop Forests,-0.811760813,-3.316282793,-1.909609061,-1.136023438,0.631549139,-1.682972179,-1.463809423,-1.201570534,1.178450359,0.581415587,0.958806717,-0.863169371,0.465435965,0.488466353,-0.313946962,"(1652, 9633]",3.91019737847614,0.389364031534064,0.206750404815901
60201,1132.533333,Trop/Subtrop Forests,-0.545918647,-2.671363207,-1.473127119,-1.200947987,0.83990311,-1.365012469,-1.070678147,-1.09877616,1.048620821,0.70447652,0.943175087,-0.697104378,0.396618675,0.537338263,-0.303435945,"(670, 1652]",2.94255691351232,0.203144091083031,-0.254914359285748
60202,2732.666667,Trop/Subtrop Forests,-0.444846473,-2.689868987,-0.952991016,-0.593863468,0.69067499,-1.325121646,-0.817976229,-1.195034675,1.2723405,0.472665584,0.976661507,-0.668879048,0.30570342,1.349404099,0.070206252,"(1652, 9633]",2.00390591640179,-1.17368679882453,-0.595306042714216
60204,1805,Trop/Subtrop Forests,0.717992938,-1.364833392,0.101471508,-0.067754723,1.040506333,-1.871965418,-0.150062976,-0.704577256,1.017083804,0.733648189,0.7522037,-0.886025343,0.00950487,1.693010689,-0.263676553,"(1652, 9633]",0.217713213490245,-0.00576390964348233,-0.131085609663327
60205,2824.6,Trop/Subtrop Forests,0.117409639,-1.780208939,0.014389594,-0.192803221,0.932366576,-1.475973102,-0.399089937,-1.025239022,1.051969101,0.648895526,0.882971662,-0.751913843,0.089113417,1.542501454,0.005643771,"(1652, 9633]",0.728024720428375,-0.831033468393469,-0.69918970138393
60206,2200.466667,Trop/Subtrop Forests,-0.274493497,-2.471805592,-0.63993426,0.258987393,0.882354079,-1.739257664,-0.466983954,-1.233351883,1.263346521,0.433158502,0.737310656,-0.977373294,-0.094321575,0.872527161,-0.268323711,"(1652, 9633]",2.11979807814574,-0.6879908066275,-0.60630214376908
60207,840.7333333,Trop/Subtrop Forests,-0.748492898,-2.717031,-1.131102057,-0.598351487,1.080672009,-1.317310766,-1.037243567,-1.439466485,0.86918262,0.638560495,1.180296215,-0.72706775,0.357828883,0.516981159,-0.303128483,"(670, 1652]",2.78531769694902,0.36574732688264,-0.897426308124908
60209,2650.066667,Trop/Subtrop Forests,-0.016137232,-1.918450037,-0.881373087,-0.78959017,0.961756358,-1.588577642,-0.843872779,-0.844101656,1.235243434,0.572451025,1.010271437,-0.585492299,0.299695726,1.154325915,-0.128011021,"(1652, 9633]",1.50706330753285,-0.797412655664063,0.134493910104699
60210,2401.066667,Grasslands,0.210131858,-1.879147264,-0.106944086,0.346075514,1.070883182,-1.569860045,-0.235410837,-0.815532171,1.227852953,0.487931044,1.0201455,-0.734102667,0.096443255,1.467762881,-0.125933909,"(1652, 9633]",0.366598140999982,-0.875937029363019,-0.607093511003851
60211,1709.933333,Trop/Subtrop Forests,-0.154139369,-2.031860904,-0.703889934,-0.430385316,0.911237069,-1.574022197,-0.656260355,-1.039925204,1.060247225,0.569037501,0.937949033,-0.700249741,0.210455001,1.167961156,-0.143640854,"(1652, 9633]",1.65517060477624,-0.541879228652335,-0.375550853303097
60212,3007.8,Trop/Subtrop Forests,-0.335880979,-2.442860413,-0.919077657,-0.479131172,0.828345208,-1.341805792,-0.743580331,-1.127124926,1.123073916,0.519613594,1.164178379,-0.656912075,0.364884417,1.149836424,-0.129286892,"(1652, 9633]",1.84155207611497,-0.517009066484411,-0.829542867180314
60213,626.8666667,Trop/Subtrop Forests,-0.421749381,-2.426394928,-1.163342115,-1.095952713,0.74153436,-1.703441993,-0.851572505,-1.105202586,0.951429216,0.265058919,0.985373998,-0.894707371,0.23166776,0.809634752,-0.203189766,"[57, 670]",3.1618160524509,0.162353335825178,-0.561236217913283
60214,739.2,Trop/Subtrop Forests,-0.088572626,-1.808158819,-0.92658231,-0.213144565,1.085076759,-1.543773473,-0.636826508,-1.152557319,1.114074208,0.532524037,1.29397057,-0.744684483,0.196883715,0.833454275,-0.263364308,"(670, 1652]",1.58964123520869,-0.413809723745639,-0.760008863696187
60215,771.1333333,Trop/Subtrop Forests,-0.781630632,-2.667091924,-1.151526887,-0.315212002,0.568251607,-1.596821626,-0.722188142,-1.661197313,1.161718595,0.233356981,0.936944042,-1.039940689,0.193175883,0.554003613,-0.165531262,"(670, 1652]",3.437226674248,-0.480100808207459,-1.35231740577132
60217,2224.8,Trop/Subtrop Forests,-0.003739246,-1.832568988,-0.393781921,-0.392081853,1.034126502,-1.512439175,-0.51434205,-1.019991737,1.041584433,0.573346606,1.000857682,-0.75545678,0.195027156,1.349296982,-0.080714782,"(1652, 9633]",1.11530762478059,-0.456283291242504,-0.561702708711827
60220,339.4666667,Trop/Subtrop Forests,-0.263196321,-1.9912645,-1.343931316,-0.214678708,0.831795609,-1.610758299,-0.471275408,-1.59697286,1.169033122,0.348340122,1.102779244,-1.012700192,0.114965272,0.723319325,-0.170283295,"[57, 670]",2.50000046497754,-0.562994559467696,-1.21347044904622
60221,698.2666667,Trop/Subtrop Forests,-0.838670764,-2.552122802,-1.120135967,-0.210884183,0.847779101,-1.102477582,-0.85727505,-1.738036393,1.087856079,0.521662748,1.328475027,-0.698675234,0.256256376,0.73531477,-0.144735285,"(670, 1652]",2.56632852402426,-0.864456939615656,-1.73189435133478
60223,404.0666667,Trop/Subtrop Forests,-0.42939477,-2.714127437,-0.835169267,0.978543346,0.869203779,-1.672930724,-0.613061664,-1.641275507,1.223338757,0.408165677,0.653448676,-0.844489794,-0.154486674,0.579512403,-0.32301831,"[57, 670]",2.56352263014736,-1.28136595784693,-0.923004818578995
60224,603.6,Trop/Subtrop Forests,-0.270925736,-2.107795381,-1.407494957,-0.59472239,0.680652479,-1.867107856,-0.71077239,-1.717366156,0.824834713,0.585650572,1.082948104,-0.998889873,0.023095334,0.551030439,-0.167722087,"[57, 670]",3.19478039031581,-0.0508182136767183,-0.871607479969046
60226,517.1333333,Trop/Subtrop Forests,-0.389462119,-1.948885635,-1.208355979,-0.233144314,0.835691893,-1.475828364,-0.598866132,-1.485048096,1.170308199,0.111947433,1.370236792,-1.115820196,0.24636234,0.888047766,0.010450399,"[57, 670]",2.37340933065242,-0.548248740107009,-1.58962962217122
60227,591.8666667,Trop/Subtrop Forests,0.274264705,-1.135614248,-0.039530057,0.222694463,1.03124333,-1.525400125,-0.298092052,-1.081142652,1.031275157,0.37152639,1.064139774,-0.831829258,0.042595513,1.631725225,-0.00601209,"[57, 670]",0.517244985287688,-1.07648471753833,-1.14754060200851
60228,2441.866667,Trop/Subtrop Forests,0.209872565,-1.531766053,-0.231958651,-0.201893481,1.009973479,-1.543890162,-0.362687757,-1.020817615,1.018219322,0.631174428,0.901581152,-0.737588284,0.118207226,1.611548091,-0.050707729,"(1652, 9633]",0.671750602063788,-0.715728297705747,-0.559405923250141
