Trait,R2_m,R2_c,ICC_Phylo,ICC_Space,Var_Fixed,Var_Phylo,Var_Space,Var_Resid,LogLik
PC1,0.76553692903769,0.904603040040909,0,0.593125861707978,4.80396401033898,0,0.872679771512859,0.598643311584331,-1039.75261585192
PC2,0.588373840062408,0.789594840123531,0,0.488844052311035,1.37971243527057,0,0.471854962131666,0.493391438844162,-903.807925055912
PC3,0.13314084744546,0.686156105424699,0,0.637952839685158,0.273153947637098,0,1.13457517898447,0.643887284705486,-1100.89447304016
