ECO_ID,SpeciesNumber,SizeCategory,BiomeType,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
60210,2401.066667,"(1652, 9633]",Grasslands,0.401570858749705,0.980955661848219,0.454846959027552,-0.462364691137051,-0.48943711057265,0.0892721669163779,0.0893393148959192,-0.446095752615038,0.239347406583148,-0.4153779602661,-0.18307546941787,0.192736510791326,-0.148884943429548,-0.518691405344106,-0.140592105826352
60211,1709.933333,"(1652, 9633]",Trop/Subtrop Forests,1.66148917301132,0.608689577037098,0.204794560772635,0.0927705549356313,0.118845800336878,0.0575375760240933,0.36793433113257,-0.344283535212653,-0.207140602986187,-0.266271873649681,0.062778704759639,0.0123220310710707,0.089777954411801,-0.0799038016701498,-0.168438584060886
60212,3007.8,"(1652, 9633]",Trop/Subtrop Forests,1.86801994538664,0.539303545232032,0.850035843867577,0.945789477369541,0.345486937001013,-0.207835890170417,0.0251259267334341,-0.134597513398111,-0.0940370364980235,-0.429569571138565,0.24473095506037,-0.000900353293644842,-0.16451471837017,-0.159755262781126,-0.285842540047593
60213,626.8666667,"[57, 670]",Trop/Subtrop Forests,3.19512528537812,-0.0803632609077008,0.458336906003224,0.107652709192661,-0.466370502304334,0.353670227921882,0.463762512398064,0.287746456560611,-0.0651242670119415,-0.410204554817245,-0.23034835189485,0.176919115651291,-0.0738556992231012,-0.0259462108254671,-0.171946092152115
60214,739.2,"(670, 1652]",Trop/Subtrop Forests,1.60988064024571,0.460739146329471,0.867306621717897,0.233460611906102,0.0259414487089938,0.81078404920767,-0.272077769430704,-0.769802802611368,0.015677741707745,-0.222273111333317,-0.0426307651301607,-0.303120030027274,-0.21335701040513,-0.233229483821715,0.221956978033594
60215,771.1333333,"(670, 1652]",Trop/Subtrop Forests,3.55783664234903,0.656527417909015,1.16978814408742,-0.334015141477456,-1.0413384403261,-0.4705544596389,-0.375876502847117,0.437807516978842,0.146273619454786,0.267482561256522,0.0400473766234473,-0.211289966539843,-0.0121660408464104,-0.0892569798563644,-0.148303367145076
60217,2224.8,"(1652, 9633]",Trop/Subtrop Forests,1.1470725229725,0.563267535257862,0.523457835180118,0.0502870943953263,-0.141625038910897,0.0893408886832368,0.5931394105316,-0.455714904403935,-0.364561491571236,-0.155281796247441,-0.171710393088503,0.0266286726192785,0.0962763339312602,-0.0914028147669624,-0.141881078107215
60220,339.4666667,"[57, 670]",Trop/Subtrop Forests,2.60163952619824,0.729235549530078,1.20951833739957,-0.427449371986119,-1.07203635483536,0.231079885535847,-0.258990781699644,-0.174293358255071,0.00383423694906418,0.389034082872046,-0.087754813601806,-0.461913679059423,-0.427830631323811,0.17478445466138,0.105847392336661
60221,698.2666667,"(670, 1652]",Trop/Subtrop Forests,2.65689425754156,0.975820780917772,1.85574924523589,1.04825725816163,0.291914493523489,-0.497421654739335,-0.476142904082336,-0.875581731870723,-0.219455292283512,-0.139479814254125,0.250542141062188,-0.428423538277579,-0.0548734715552353,-0.107910143650371,-0.097590664761088
60223,404.0666667,"[57, 670]",Trop/Subtrop Forests,2.63707084510405,1.47732661201347,0.298899626950135,-1.54646479076955,-0.769478619478902,-0.822969279257758,-1.18725378587232,-1.03293049360918,0.630846759035864,-0.0654661317109819,0.156821150294457,0.0238969885841964,0.284472928475059,-0.251337201668798,0.280611011292719
60224,603.6,"[57, 670]",Trop/Subtrop Forests,3.26531350095121,0.237765942247552,0.719669698675858,-0.649888050802547,-0.885959131083479,0.25299873909031,0.354376142644174,-0.561288288640708,-0.58535555455051,-0.0178581640411037,0.384491753246522,-1.21909451067918,0.121517493931864,0.41131543355135,0.243278847081049
