Trait,R2_m,R2_c,ICC_Phylo,ICC_Space,Var_Fixed,Var_Phylo,Var_Space,Var_Resid,LogLik
PC1,0.812961408569666,0.966579987591016,0.410660115237683,0.410660115237683,5.11257539007602,0.483040497546386,0.483040497546386,0.210172747657022,-954.067307961297
PC2,0.634483430710418,0.88221305903405,0.542201692919409,0.135550423229852,1.49478210070871,0.466901792935734,0.116725448233933,0.277494734347905,-854.897827810254
PC3,0.414111482420027,0.85175650706175,0.597581296113366,0.149395324028341,0.854343474298775,0.722315968979084,0.180578992244771,0.305837597303303,-962.728910708553
