ECO_ID,PD,MDT,MPD,MNTD
51301,37558.5048989309,21.1081465736418,234.82133212274,24.6666175703243
51302,53161.8373489945,18.9414157285599,236.464365362308,22.0588951112529
51303,57711.5885878819,16.307734902658,234.013354044939,19.9126991000416
51304,49912.9061014562,14.9821160620014,234.327326828021,18.2611825375408
51305,48678.023219816,15.167809319643,235.813189490193,19.509743318294
51306,25927.5048795875,25.6132955189585,234.560922469011,29.0526213383158
51307,49745.6089900381,18.7550395374476,236.028144238608,21.8070358399035
51308,36991.0191073754,17.4791424829466,233.788568977321,21.4084927730657
51309,39849.1501580144,16.6418401449877,237.795875617185,20.347021450597
51310,48087.1380595654,18.7296841149309,236.344634054077,22.871682176015
51311,23698.980744873,27.4211893096165,237.14540139295,32.580316521122
51312,33277.3022046321,24.4459984926313,238.63333650159,28.6755980162347
51313,22799.7502720604,19.4310786468907,232.925257109522,21.1613308146683
60101,85924.0235740366,19.8696303924402,242.76907394297,25.4013580658213
60102,37196.0967802105,29.4773667013075,243.708115430929,35.3845558970992
60103,119338.92693218,18.814419289656,246.547992843167,25.9902380642799
60104,115646.484847746,17.9135542418957,244.624275751209,25.1192118253272
60105,92498.0132603331,20.0517428070054,244.795185656166,26.0259467125789
60106,17872.2360555487,38.2376838477555,239.372525104789,44.4067349428664
60107,58113.0316010003,23.9329114515102,245.953318931716,28.9461320894424
60108,10424.4173360829,51.2344454332828,248.696920846277,63.5511271376738
60109,73200.5609954575,21.8371578739141,245.597231693751,27.6377107307663
60110,7030.9895611173,59.5245903836983,238.920986132553,81.7497583712692
60111,59068.7424499699,23.3100845792297,246.754092229676,29.7650810135278
60112,57408.4060016924,24.0075436861797,243.864387869493,28.9839329259283
60113,37504.5840466941,26.8165176785838,242.500867632948,30.5686844153924
60114,19463.4669454067,28.8390115993172,235.193819630855,35.4873275515827
60115,75154.1872108109,21.4321834486233,248.770137531148,30.0662479986379
60116,5753.2386035028,56.4281791330468,243.360056276306,71.8385223869038
60117,25831.5484364314,30.167360363265,243.683514842528,36.334111102546
60118,64462.9534720037,21.9099924349474,244.702590267946,26.8227707648494
60119,80417.9679364018,20.7117456888662,245.772267697405,26.5196772064955
60120,38664.1009774324,28.4700089758368,240.340440553875,31.5132243744804
60121,148129.51057964,16.715613476301,243.856419842316,23.5547026528241
60122,19899.072786451,34.4528062866481,244.180315842671,38.3191832792631
60123,2697.1843475003,82.626654854829,235.923575199633,132.082395093759
60124,60196.8231229844,23.6715672864407,245.665925469221,28.7927168592048
60125,97185.0364063703,19.9346039352418,246.22584132525,27.0425772654091
60127,46271.0103452548,27.2133202850072,243.318137012478,33.3424930857856
60128,59956.7268479105,23.3826323859134,246.465190928631,29.1350368780217
60129,114490.160715673,18.903513505485,248.713606731355,27.6211584421746
60130,100830.050185792,19.5541539127422,247.884328422003,27.5936155067574
60131,26133.8439840032,34.9709095341938,241.163616116992,39.6384508778943
60132,49697.0388030427,26.011644976549,244.76397381639,30.1664390462722
60133,13078.4208910978,42.7853654399447,241.994129819199,48.3804253482258
