"Trait","State1_Label","State2_Label","bin_id","bin_start_age","bin_end_age","n_sims","prop_State1_mean","prop_State1_sd","prop_State2_mean","prop_State2_sd","rate_1to2_mean","rate_1to2_sd","rate_2to1_mean","rate_2to1_sd"
"GF","GF_W","GF_H",59,58,59,1000,0.511609129036046,0.0116569222579086,0.488390870963954,0.0116569222579086,0.00326951326448125,0.00313905709167709,0.00556510327551013,0.00431689420320171
"GF","GF_W","GF_H",60,59,60,1000,0.507506622645185,0.0119476325953059,0.492493377354815,0.0119476325953058,0.0033281500352828,0.00334637507498179,0.00535883804018586,0.00433831488018739
"GF","GF_W","GF_H",61,60,61,1000,0.501728311350613,0.0124221939388169,0.498271688649387,0.012422193938817,0.0033899425787374,0.00342713355142166,0.00557111286189136,0.00446368037404087
"GF","GF_W","GF_H",62,61,62,1000,0.5020567137053,0.0127977911560432,0.4979432862947,0.0127977911560432,0.00348733683452089,0.00339006649197488,0.00539389997741398,0.00432893097205372
"GF","GF_W","GF_H",63,62,63,1000,0.502767931917404,0.0131196269444893,0.497232068082596,0.0131196269444893,0.00359310592990209,0.00358487315270829,0.00547194835423511,0.00446760084373769
"GF","GF_W","GF_H",64,63,64,1000,0.495622298029952,0.0135552326717996,0.504377701970048,0.0135552326717995,0.0030914631207371,0.00359356953160526,0.00508431387662615,0.00441223532965736
"GF","GF_W","GF_H",65,64,65,1000,0.492788097753207,0.0141636450932065,0.507211902246793,0.0141636450932065,0.00323888588029293,0.0036298247510412,0.00551286615272176,0.0047887758301018
"GF","GF_W","GF_H",66,65,66,1000,0.490481209168392,0.0143625710699739,0.509518790831608,0.0143625710699739,0.00344478994096672,0.00372912755927198,0.00540539588205759,0.00467264752490747
"GF","GF_W","GF_H",67,66,67,1000,0.483941202818041,0.0144924323806955,0.516058797181958,0.0144924323806954,0.00339199911745359,0.0039000936551616,0.00533553197785261,0.00458122574505977
"GF","GF_W","GF_H",68,67,68,1000,0.481839495470403,0.0146408522531692,0.518160504529596,0.0146408522531692,0.00334927572311956,0.00386308206957263,0.00586193861503008,0.00500182563395178
"GF","GF_W","GF_H",69,68,69,1000,0.478907599816056,0.0149660623195191,0.521092400183944,0.0149660623195191,0.00380948960597066,0.00414402026064756,0.00525664266646634,0.00494783696018078
"GF","GF_W","GF_H",70,69,70,1000,0.475456288829325,0.015533980623649,0.524543711170675,0.015533980623649,0.00387033556325654,0.00438613786691124,0.00541523150268689,0.00489847591724582
"GF","GF_W","GF_H",71,70,71,1000,0.473512155252108,0.015830977135973,0.526487844747892,0.0158309771359731,0.00357390130659675,0.00442751729913163,0.00550885857797956,0.00497915191506973
"GF","GF_W","GF_H",72,71,72,1000,0.472585751851238,0.0158731162478304,0.527414248148762,0.0158731162478304,0.00373442617778978,0.00451870601313637,0.00587029333985495,0.00538813745785548
"GF","GF_W","GF_H",73,72,73,1000,0.46510147184959,0.0160427779674342,0.53489852815041,0.0160427779674342,0.00360684366150436,0.00439191549320133,0.00560471432900396,0.00505162689961914
"GF","GF_W","GF_H",74,73,74,1000,0.466324129965583,0.0165805682235314,0.533675870034418,0.0165805682235314,0.00372732543605523,0.00439920888028074,0.00541269302490481,0.0052930666033502
"GF","GF_W","GF_H",75,74,75,1000,0.467166614238471,0.0169829836863336,0.532833385761529,0.0169829836863336,0.00358161764753977,0.00454643584481966,0.00539580599265966,0.00518919345938653
"GF","GF_W","GF_H",76,75,76,1000,0.460617003282502,0.0172854175162,0.539382996717497,0.0172854175162,0.00380079102553802,0.00483841791908903,0.00594404875286315,0.00555719974931495
"GF","GF_W","GF_H",77,76,77,1000,0.453340978634392,0.0177692036884621,0.546659021365608,0.0177692036884621,0.00354383733666812,0.00497651872104641,0.00633019796764767,0.00567232801554585
"GF","GF_W","GF_H",78,77,78,1000,0.44076629632789,0.0183830370644187,0.559233703672109,0.0183830370644186,0.00349064353473933,0.00526015282007208,0.0063959641529416,0.00605734235602436
"GF","GF_W","GF_H",79,78,79,1000,0.434270884529599,0.018740392983887,0.565729115470401,0.018740392983887,0.00379142116402972,0.00538614864666593,0.00594756548266137,0.00571068099037577
"GF","GF_W","GF_H",80,79,80,1000,0.421496008148698,0.0195070363584849,0.578503991851303,0.0195070363584849,0.00378872754677895,0.00560328063777589,0.00678856250042386,0.00600666101729067
