GlobalID,ECO_ID
G082309,50410
G077680,81211
G193416,70108
G265255,30715
G265201,11309
G126379,60178
G104044,60176
G231685,40135
G299675,40163
G130734,60166
G273752,30704
G255142,40172
G151487,81207
G129730,60131
G041290,30117
G205071,40401
G063796,31322
G129820,60155
G310628,31203
G273629,81201
G063844,51302
G067193,51303
G056860,31003
G172090,10801
G047888,80515
G270857,81215
G133034,10706
G050738,50617
G265666,80409
G157667,81217
G115798,50612
G099070,80421
G278026,50808
G091577,51310
G121868,60113
G169586,80421
G283788,81017
G166372,40118
G068604,60202
G054584,80445
G204868,60154
G284791,81208
G160482,80518
G077195,80415
G020130,50523
G207598,10803
G291397,51309
G199552,60115
G159736,60205
G330021,60226
G082797,50605
G062704,51304
G026393,10409
G292631,50409
G283630,80437
G304470,30704
G221303,40103
G096830,60151
G118566,60111
G247366,81017
G150944,50303
G033670,60162
G296065,31312
G291749,81017
G290095,80502
G276964,51305
G008627,80432
G287893,31202
G283978,80413
G064337,31202
G329481,50701
G292676,80503
G274548,60135
G035178,31405
G078182,30202
G014062,60309
G164285,40158
G207778,11201
G034379,61402
G273198,61316
G043162,80102
G302310,10124
G265621,30119
G260053,60125
G058680,60140
G259240,50413
G116225,10708
G188445,60135
G261380,60150
G161953,11306
G085658,60805
G020785,51303
G005389,60104
G151291,60212
G064251,60136
G010377,60176
G273651,40119
G289032,11210
G213286,10202
G173193,60140
G177474,60310
G059847,50511
G050289,40154
G284346,80518
G269187,30722
G009623,40201
G297254,30125
G006950,11309
G168631,80406
G092884,51307
G301098,30101
G181292,60129
G188527,10801
G327371,80445
G324718,60235
G277403,80413
G276241,50402
G248407,80102
G163126,60175
G298268,60118
G097242,60904
G240099,30107
G313867,60182
G260372,51202
G314548,81218
G110635,40163
G013406,60710
G268975,60232
G266056,80415
G313134,50502
G060455,60107
G166958,50602
G262419,51304
G121192,50415
G153977,60228
G057507,81218
G020669,51303
G313109,81317
G194946,60101
G262938,10709
G282843,10409
G051121,51303
G261232,81222
G326600,31012
G156624,60107
G257253,60224
G142749,80516
G149033,60161
G108362,40136
G079295,50401
G293452,80101
G137895,60210
G158299,50404
G143806,80409
G008028,50415
G317694,60235
G277279,40403
G205649,60121
G116002,50514
G192532,60704
G149035,60173
G330560,40123
G235099,60162
G156447,31004
G059533,81215
G295188,80101
G110107,80402
G063680,81215
G268933,60131
G311321,30126
G287089,80509
G165568,40108
G275216,11304
G308284,30712
G147430,51305
G272230,60107
G172547,51303
G331348,60124
G020874,60303
G277037,50516
G155444,31402
G321604,80102
G134223,60202
G272162,50411
G053297,31202
G211265,60163
G295088,80437
G104487,10113
G255358,60115
G105507,40108
G240763,60105
G315753,60303
G247423,50516
G049593,50523
G058689,60309
G240747,60107
G134283,31318
G170434,80814
G070384,80409
G179649,60171
G005787,60118
G268221,60307
G078351,60212
G149320,60125
G290881,80436
G016894,10404
G331054,60101
G124522,50404
G096740,31322
G260012,50808
G178121,40172
G103509,80445
G251967,60171
G142348,81017
G123334,80408
G016269,30114
G271455,51118
G327969,80514
G218148,40131
G206324,10128
G285121,40172
G107529,60139
G188850,60154
G003925,60704
G268222,50413
G103440,60105
G072269,60167
G132763,80610
G211114,60160
G122416,50414
G020496,60170
G146152,60133
G263954,80428
G049456,31203
G208189,11001
G158800,40146
G103632,50517
G291494,10801
G149599,50527
G210790,60124
G011916,60105
G082437,51305
G195836,60206
G147582,10126
G305315,10402
G085651,31318
G174966,80518
G129595,60310
G264015,81216
G160101,30116
G314987,30725
G145905,50303
G096603,10707
G237648,81205
G168193,61201
G149431,80405
G249936,60112
G237628,81222
G266995,30125
G118207,80422
G113800,50406
G183058,60153
G125035,60178
G200445,60145
G253548,40161
G143755,60135
G184740,61401
G132402,50303
G078758,70202
G260567,80436
G313019,80418
G311428,70202
G185232,30117
G199527,60304
G118091,31003
G213988,60166
G147391,60136
G029661,60174
G053265,31009
G047695,60109
G009020,31315
G161884,50806
G293908,80405
G330493,60154
G089674,60104
G017440,80814
G171462,51313
G334091,10105
G039745,80432
G103605,60211
G000296,60118
G200944,60121
G269568,40170
G277049,51203
G088514,60113
G333310,60135
G017776,50404
G114216,30120
G175895,60152
G185760,40119
G322305,60121
G171445,80422
G324250,60161
G191086,61403
G192899,30725
G191230,60130
G073599,40403
G319219,60204
G079863,60308
G194145,60143
G097003,31302
G259592,80440
G032955,60160
G183925,80415
G038251,80516
G109690,80808
G008428,60229
G060128,60104
G303499,60115
G008567,51303
G082639,50402
G114390,50528
G063285,50602
G108631,30112
G260517,80609
G055550,80401
G311437,60235
G318852,80405
G298588,60704
G068588,80409
G007067,80409
G048893,81217
G090695,60703
G138171,31202
G256541,60167
G117561,11205
G329125,60206
G289129,50801
G277627,51305
G292833,50805
G215190,60176
G017140,81316
G179284,60205
G077231,10405
G099109,80601
G167023,51201
G141976,60704
G155531,61309
G042737,80518
G073959,80521
G152294,60176
G119640,60115
G227159,60119
G104492,30125
G215927,50518
G288082,50303
G037170,11003
G010060,31309
G213095,40146
G333168,80415
G213099,60206
G084897,11204
G251695,10408
G258203,60146
G291423,61201
G158126,80808
G137731,60125
G068454,80430
G059971,31203
G118207,81307
G267099,50701
G095950,10119
G134799,40137
G118484,60302
G085624,80501
G090901,50414
G071233,50405
G186610,50814
G294945,80603
G270287,51201
G024417,60703
G172135,81201
G152790,50303
G311552,60209
G096830,60135
G229802,60167
G082665,81217
G265735,50302
G333431,60125
G033789,60154
G176627,31015
G007828,31314
G278026,60204
G112643,81217
G149179,60119
G137706,60103
G097836,80428
G248003,80411
G308295,10709
G213246,10105
G008636,80433
G312144,40135
G246184,80808
G315605,60101
G056239,80421
G323904,61001
G042241,50804
G050289,60226
G145808,60309
G171145,31202
G065220,80514
G096876,40158
G228968,60167
G321542,60224
G267602,50815
G292064,81021
G329451,60129
G167087,50507
G239149,50409
G164644,40118
G141584,81006
G273180,30705
G281739,30108
G088497,61315
G100541,50507
G032265,10202
G316600,30118
G310212,60148
G025281,40146
G060228,60153
G099773,80412
G159480,60304
G273918,60303
G315315,70106
G192686,31315
G046222,81201
G115827,51201
G070208,50406
G282286,40163
G335845,60226
G317765,60176
G177860,80812
G264096,10408
G092015,61303
G299268,80414
G144160,60146
G165037,60121
G201314,60167
G154948,61406
G255181,60704
G149920,60303
G213146,11209
G107753,60210
G258110,60111
G283878,81302
G187947,40146
G273629,80419
G156367,51310
G147027,51310
G323303,61315
G037141,31402
G132417,31315
G313337,60128
G185391,80818
G320006,31322
G294504,10117
G129698,40159
G274929,61316
G276691,61406
G259027,10113
G134107,40129
G195706,60136
G149573,50530
G082426,51201
G304523,60143
G025999,60230
G292268,50416
G196675,80419
G275168,60303
G241450,31007
G043879,30125
G067264,81330
G320345,80406
G272979,51304
G230980,10117
G101158,10409
G096830,50302
G239069,50529
G019645,50416
G321550,60142
G117387,80440
G329330,60132
G052636,50815
G268452,40169
G293215,30105
G234169,60704
G283228,10113
G068622,60119
G123734,11208
G050289,30907
G018826,50417
G312933,81003
G115556,50409
G187501,31316
G099516,31004
G270045,60233
G263127,50815
G004174,10707
G061677,60145
G264700,30714
G076447,60162
G105732,10707
G316656,30117
G068222,50302
G165140,40137
G051844,60204
G085948,50514
G263375,11208
G075059,60122
G263950,81221
G313129,80423
G204184,81221
G270716,60143
G291494,80437
G115612,60707
G064436,31320
G312700,80609
G162076,51111
G308575,41001
G292167,81017
G210363,60160
G262383,80433
G173952,51303
G161853,10120
G134235,60210
G214085,30701
G145136,60703
G313370,60112
G195747,30202
G017882,81208
G050877,61201
G164925,40137
G298075,10705
G268195,80424
G155985,50302
G003732,61407
G314464,50406
G184559,81209
G318470,81316
G317721,50404
G153107,80501
G131827,50814
G100179,60153
G268943,60119
G172846,80416
G218639,60180
G218148,40106
G037566,31203
G090463,30116
G276371,40158
G259387,80436
G114930,50413
G270150,60904
G323751,50811
G151832,30111
G205995,30109
G040638,60165
G043588,60308
G313352,30725
G209433,60125
G095513,81211
G074318,31009
G105733,60113
G086870,60704
G328523,60137
G151310,60166
G270795,50701
G025970,60704
G260045,50701
G228015,60704
G085781,11306
G272850,80516
G303771,60115
G081013,50811
G018310,81208
G314491,40172
G288313,51202
G324271,60105
G018414,80410
G067512,50302
G041686,81215
G101477,80405
G276658,60215
G293883,80907
G026217,40118
G156057,70106
G079730,40172
G262499,11203
G261345,81019
G173224,10411
G270083,30202
G185631,81222
G295281,80436
G129297,60214
G307166,80514
G042464,81203
G107601,30717
G001878,31312
G183360,60157
G268317,61002
G218442,60154
G167773,60148
G041617,80405
G085324,51312
G331921,50522
G266125,30725
G266027,60164
G279930,50613
G161744,60118
G102387,40137
G029878,60116
G221983,80433
G260562,80409
G066126,80611
G258420,60177
G251299,60168
G164864,60305
G255651,61201
G211972,41001
G258912,11202
G154991,30124
G082398,51101
G247118,80412
G018456,50411
G151508,11203
G040517,80611
G259804,51302
G071334,60155
G036252,50523
G185944,60303
G203325,60145
G167111,10413
G157077,50513
G323880,10801
G147506,60136
G185349,80814
G175310,11207
G210054,11209
G148462,31405
G014026,60226
G010970,50801
G130122,60210
G076678,61010
G086543,60129
G080457,80445
G112658,50804
G318607,80429
G284188,50520
G272065,81015
G250195,81017
G321992,60212
G262433,80432
G311540,10701
G326150,30118
G266841,11302
G115906,10411
G271022,60803
G058350,10402
G104319,30118
G119630,40137
G124537,60169
G107581,60164
G014249,30130
G323425,50529
G018028,50701
G060118,60101
G077848,60181
G308086,60150
G253091,60166
G043829,60104
G260927,10406
G205984,60137
G195885,61308
G196650,50403
G299049,80610
G277218,31009
G013956,60704
G067740,61316
G140749,81213
G095666,10803
G064176,30202
G039334,31322
G039753,80416
G207520,40118
G115562,30723
G206029,40102
G260053,60704
G133436,60212
G124643,10412
G001856,30101
G008029,50518
G334869,40119
G115275,60132
G239093,80414
G255721,30114
G189321,60135
G065117,81019
G016368,10408
G130700,60101
G103105,30706
G273102,31309
G020366,60111
G295171,50407
G147542,30130
G216292,30102
G260567,81006
G080533,60209
G130482,60704
G110627,51311
G152703,40111
G169449,31322
G059880,80516
G196950,60119
G277489,80514
G333127,60176
G116883,10402
G100583,81209
G055287,80436
G253550,30110
G318812,80509
G173385,41001
G122552,50519
G174624,60704
G102447,51301
G020578,80501
G164667,60136
G158409,60166
G083641,80905
G226038,70105
G264347,50411
G293826,80409
G008810,80406
G129997,11305
G039515,31004
G181306,60130
G115555,60101
G262122,51201
G312724,80809
G100938,81221
G288927,61304
G211893,30117
G053435,31003
G279862,40118
G322064,10405
G314605,80424
G122634,81105
G185646,50403
G297726,60707
G100566,80501
G237696,60130
G248864,80518
G134079,60303
G115621,60230
G216033,10405
G271754,50519
G024187,60227
G291782,50813
G214611,60707
G266128,70113
G155696,31319
G175612,30714
G299165,80513
G032949,60115
G330667,50413
G181116,40124
G128986,60709
G029853,60136
G089936,60181
G091476,50303
G284453,51313
G107565,60135
G115346,30717
G072862,60121
G092884,31004
G281323,10115
G286820,50516
G080611,50801
G150809,61001
G135254,60210
G024083,31311
G058476,81325
G136889,10709
G201692,60174
G078187,61304
G154181,10123
G284306,60209
G044323,80437
G046751,60119
G120248,50602
G317875,30116
G129843,60103
G079244,81221
G251531,60163
G228920,60136
G151851,60167
G228088,60112
G158711,80434
G128955,61406
G015555,60107
G073176,51303
G184254,60145
G081242,50510
G183881,60109
G159680,51307
G275092,51117
G277248,81215
G009106,31306
G161936,80409
G065288,80418
G323574,60210
G277059,51304
G319154,40170
G277859,80608
G267016,30907
G327436,80432
G170462,80415
G156081,60118
G315783,60173
G151325,60224
G251461,60130
G159113,80516
G275148,60217
G258133,60182
G278028,50605
G155754,60105
G211096,60128
G172228,50529
G006817,31203
G151120,60209
G180654,10803
G115191,60155
G068190,60309
G105681,10703
G082797,50408
G135996,11209
G312797,50602
G013234,31015
G183579,60703
G317529,60120
G081801,60205
G321926,61304
G114863,80424
G296538,60120
G117565,50519
G186615,61406
G267819,80429
G270041,30712
G112665,51101
G117967,30112
G098519,60204
G200776,60125
G149618,80608
G280021,40137
G268956,30108
G203233,80101
G272969,11205
G118099,80405
G069190,80608
G172862,40172
G157952,30710
G266408,51302
G077534,60166
G078487,80402
G088632,50302
G116437,50523
G175243,80419
G265007,31007
G321837,81305
G111536,10122
G188975,50513
G062034,50805
G104008,60139
G244898,60303
G290955,80416
G249920,60215
G049331,80509
G042002,50804
G312743,80811
G058482,81209
G294945,50518
G323518,30722
G104641,11209
G099075,30120
G014240,60142
G270580,10701
G195749,40154
G154867,10412
G192168,31311
G076934,40172
G238293,80102
G247171,50517
G063378,60113
G189130,60703
G215801,40172
G155532,60154
G100143,81114
G117565,80409
G249920,30710
G082533,10803
G306491,10702
G256121,60145
G025311,60708
G129620,60137
G224361,60152
G099144,80519
G052308,10409
G250045,81013
G141291,50528
G054534,80405
G158092,80402
G052411,81203
G097487,80431
G205918,30706
G287489,11205
G100070,81205
G094790,80513
G112177,60904
G263324,10413
G317734,60228
G098552,60109
G197842,30118
G318917,50403
G116569,30717
G103500,10123
G153528,80806
G266027,51304
G251344,60704
G292544,60105
G313388,50512
G158255,80441
G143815,60217
G053240,30118
G247266,80404
G215801,50514
G200847,60140
G253932,30117
G294879,81201
G316924,61308
G271546,61001
G218385,60103
G168047,40401
G135264,60128
G059414,80439
G330174,51311
G255130,80516
G133379,80817
G036637,60146
G147568,60212
G291247,80421
G274574,60104
G174910,81331
G283938,11003
G047796,40118
G239336,31401
G096254,60160
G041290,40501
G297528,70101
G064285,31202
G262411,30719
G082540,50605
G045411,80101
G159488,80436
G040149,11209
G264260,51103
G193650,60121
G292491,40172
G114853,10707
G094719,81003
G084539,80816
G025809,40106
G117729,80433
G292351,10410
G277859,40204
G129076,60160
G197969,30111
G291955,50814
G068388,50815
G216492,80510
G049265,60180
G156302,40102
G162103,50508
G280241,60160
G009429,11203
G278088,80102
G279069,60214
G106335,60137
G116071,10402
G065467,80445
G245911,40119
G157610,61201
G209327,60104
G322250,51308
G266081,30110
G261148,80805
G300203,60121
G057450,50701
G222446,40137
G299285,31011
G145731,50803
G269331,80804
G184586,81209
G076460,50506
G151925,60137
G190779,81202
G321313,60206
G201389,60104
G059163,11308
G330464,60221
G033583,60117
G102767,60173
G220612,10112
G246020,60154
G304260,30707
G036712,40172
G314548,80816
G020761,50516
G205735,40128
G171433,60205
G318256,50527
G204810,60176
G175359,30713
G047384,80440
G317417,60130
G082236,80432
G050347,60139
G204601,10409
G226841,31203
G152373,50814
G008963,11304
G087105,60145
G279764,80606
G019065,60404
G259526,80401
G274923,60233
G201241,60129
G108239,60211
G031245,60113
G278001,80433
G022396,60150
G028394,60130
G184996,50416
G067315,80818
G244903,60104
G113623,80421
G078916,30722
G001775,61314
G071593,60703
G094884,50411
G243168,60169
G049566,60309
G085821,51305
G219241,10105
G115142,80428
G151105,60138
G009016,61304
G323356,60150
G062175,60180
G098271,61003
G186615,60140
G190887,60107
G172555,60103
G155969,60136
G256909,80102
G244794,60127
G318943,40118
G152688,60802
G330536,31002
G088850,60152
G274820,50815
G249949,50610
G095560,11210
G086466,60210
G302162,30723
G181331,30126
G188953,50415
G191373,30102
G304224,30130
G130830,60150
G303155,31015
G325418,40170
G205111,40123
G286985,50528
G204794,60235
G106059,60129
G270210,30712
G032122,60136
G164712,60207
G200198,60201
G170208,31201
G331753,80102
G218402,60710
G186580,50529
G046121,80412
G148541,60167
G050311,11206
G079878,31306
G193507,51202
G266747,80406
G217032,30117
G128383,61401
G261448,81004
G067340,80436
G167277,11204
G292836,80101
G290581,50522
G072362,31320
G004909,40119
G186891,60136
G081058,51301
G013231,30702
G288389,60129
G194071,60404
G254710,30127
G028918,81017
G282384,10127
G151545,81215
G114179,80405
G243747,60113
G187455,60103
G221350,10120
G060403,50405
G231119,30723
G206456,40144
G330144,30122
G263425,51307
G251864,60168
G248479,60167
G052019,50806
G309855,80417
G033440,10122
G041634,80426
G263464,61406
G261194,50519
G041634,10409
G221028,11202
G253854,80101
G194680,30707
G027920,61308
G009817,11305
G010388,11204
G109520,60170
G143858,30126
G317302,10106
G122635,50504
G026338,10409
G312495,11206
G223142,40172
G044166,60235
G159864,61010
G046010,80433
G063675,81217
G002956,61403
G231320,60104
G246700,80609
G237538,81214
G103043,60129
G193594,60202
G009024,80502
G323557,61403
G107509,40149
G190235,60127
G146636,60136
G131623,60230
G011643,60101
G270265,10704
G037843,30725
G170588,50524
G056728,80433
G184643,60135
G315659,10701
G276140,30711
G272804,50403
G266423,31316
G269940,60404
G283885,80410
G124682,50517
G071184,50614
G306077,10105
G248147,31004
G053464,31202
G204785,31004
G222828,51303
G175334,80402
G227485,60145
G151521,70202
G020939,30111
G202992,40168
G216050,40172
G067648,50805
G084493,60310
G291244,50410
G145883,50414
G325187,10113
G317739,60177
G278586,40106
G318786,80404
G265702,31314
G155930,30707
G108381,10703
G261194,10409
G195747,61306
G269172,30725
G092895,50701
G172225,50528
G137175,60710
G013177,70112
G266066,10706
G107524,60704
G042958,50507
G123140,10410
G013398,31315
G192612,40102
G195624,60137
G311089,60139
G211140,60169
G115783,10701
G110452,40102
G049014,80445
G292891,50808
G279994,40123
G013078,10127
G276873,50512
G090811,80410
G211564,60704
G106712,51307
G023928,10105
G008940,11306
G050745,80433
G122454,81102
G107736,10701
G315764,60201
G176577,30112
G142230,60171
G308202,60125
G215913,81211
G232019,60310
G271365,80433
G166435,10706
G001135,60119
G327092,51113
G144280,60173
G077386,80520
G216349,40146
G077539,60107
G092979,60206
G015936,60115
G030816,60163
G312054,61006
G255197,60304
G068321,40163
G330798,50608
G253251,40104
G170305,60160
G295522,60202
G273416,81216
G081826,60150
G266921,10709
G107602,60119
G300037,30722
G314963,30118
G253173,30704
G265797,60217
G300080,60303
G149590,81216
G293864,80505
G293352,80402
G306736,60161
G141891,61304
G008374,30118
G291142,80409
G230622,30117
G250606,80801
G007223,31322
G312724,50415
G200327,61004
G098251,80435
G281666,11210
G113826,50413
G335861,60130
G116474,60112
G172281,80509
G277289,80808
G022296,60136
G078506,81004
G157566,80419
G049277,50815
G023406,30126
G154124,50803
G318297,50417
G008220,60310
G077748,60166
G319845,31203
G238385,40106
G263658,60160
G327351,30717
G040923,81222
G011581,31203
G068441,50804
G053099,80608
G253794,10128
G194849,60230
G079966,50407
G009106,31316
G142060,10402
G061713,31004
G150939,51310
G321886,60114
G049401,31316
G057217,60135
G248407,31013
G302459,10404
G185970,40152
G117835,60704
G192971,60704
G267030,50415
G004365,30907
G297139,10406
G129848,60150
G292311,80402
G113237,50512
G302947,80102
G266747,81221
G110711,30725
G278015,50508
G207800,11303
G188101,50302
G312708,51306
G200960,60133
G303680,60129
G047913,30115
G044784,50814
G167552,30112
G064538,60105
G030789,60161
G035570,81207
G150155,30725
G071823,80445
G297709,60107
G161080,81017
G013372,80412
G248323,10409
G094755,80809
G291554,80808
G135843,11307
G150484,51301
G230677,80440
G262675,80101
G178256,80404
G216063,80428
G142803,81002
G046329,11205
G119287,60104
G047087,31004
G258563,60207
G085543,51302
G330823,80414
G009080,30119
G253906,40301
G304459,60209
G236073,60704
G268437,60704
G308427,60120
G154162,60212
G248896,80416
G033724,10119
G216246,60303
G015498,40129
G172973,80501
G227735,50513
G105698,40170
G156891,60160
G193528,80432
G211554,60704
G276679,60129
G262591,61304
G192130,11308
G174958,41301
G041666,51304
G182015,60127
G190379,60137
G268004,10408
G261207,50810
G083061,80424
G174769,80417
G077652,60107
G327366,80419
G289804,80445
G164852,60155
G254012,40171
G090661,60235
G003746,60310
G172237,10707
G154684,40202
G327486,80413
G260044,60202
G114429,81001
G330470,80402
G002240,60210
G103082,60132
G117907,60107
G328620,60153
G300548,30118
G314374,81207
G217499,60703
G292484,10402
G100405,80805
G295409,60166
G194484,60103
G142152,31004
G178646,50524
G269707,51302
G102193,31012
G175308,80521
G017874,60125
G132608,60704
G244453,10409
G061440,80503
G105097,31305
G303305,60118
G236195,80809
G303650,60163
G100628,80411
G001018,40172
G260585,80811
G112954,80417
G189181,60103
G155813,30723
G159043,40152
G210136,10402
G253867,61401
G113919,50511
G166154,60146
G106200,81205
G158174,80431
G110787,60228
G322133,51302
G066496,51307
G085107,80407
G260567,80809
G227461,60118
G142297,60121
G115678,50529
G319156,10404
G186930,31004
G274127,60150
G086378,60104
G270176,30118
G101522,80518
G207966,10706
G125612,80101
G173702,81201
G317568,60173
G063041,80418
G268523,40118
G128314,60104
G020267,50414
G079761,40118
G246195,50801
G082649,81218
G142649,80101
G094411,80408
G008527,60209
G010450,80809
G312691,50410
G007854,60404
G107594,60233
G192680,31203
G018351,81020
G192436,60120
G316184,60230
G149418,10705
G231284,60704
G291598,81003
G113542,50414
G292163,80610
G292203,81104
G045051,81207
G307503,30102
G101042,61003
G103632,30105
G232026,50402
G002795,60129
G304468,30711
G253131,40154
G125111,81114
G105698,80437
G137679,60210
G296937,30124
G108220,60703
G078680,81205
G196162,60140
G078680,81215
G239152,50401
G250291,80516
G174888,80418
G247126,50804
G289396,80503
G229397,80401
G157931,31315
G271435,61004
G046095,80419
G288113,50530
G272984,10703
G079295,81110
G009841,10702
G157628,10409
G294495,80409
G133715,80814
G143203,61402
G223050,10402
G270287,50813
G246328,50508
G143600,30707
G064518,10408
G072270,60113
G167973,80434
G020626,51202
G124127,50402
G077383,81003
G292157,50511
G029043,30722
G197718,60704
G067766,80411
G181023,60173
G182067,81003
G333152,50529
G253499,41001
G037381,31006
G117561,10405
G251084,30103
G219349,10124
G224122,80601
G095892,60134
G052991,80426
G108682,80402
G139574,80810
G226948,31004
G036367,30130
G101719,60206
G207726,11305
G167782,60235
G115753,61304
G193579,80601
G107554,50201
G017472,50302
G117819,10709
G321485,30111
G116838,10402
G289141,31315
G300067,61003
G216005,50518
G275411,60121
G114436,50524
G321497,60202
G195442,61406
G292586,50519
G020380,40129
G215847,50527
G164679,60121
G082455,51309
G320878,80445
G029295,60154
G195781,60310
G192219,30717
G332259,40123
G062278,40124
G219989,60105
G184152,40163
G137590,30707
G137595,60206
G203499,60161
G152618,60137
G008649,80436
G318292,81017
G247237,50503
G007952,80444
G156473,10703
G020172,50804
G297088,11002
G175256,50803
G083050,50528
G068422,50402
G119126,60104
G260887,50509
G269565,30119
G265649,51302
G215186,81202
G215660,10105
G193042,50523
G114109,80516
G177629,60904
G157546,80611
G284059,80609
G300038,30123
G201997,80102
G009644,31009
G188471,50413
G191644,10202
G173691,60305
G326899,30202
G076095,60129
G133231,31202
G008418,80424
G151227,60145
G151766,40149
G118109,40118
G085022,81210
G120565,40124
G295917,30130
G224789,10704
G274997,50503
G080168,80406
G284610,80423
G057428,10802
G298429,60107
G192103,41303
G032973,60129
G077995,40202
G160015,30123
G277771,60124
G252512,60158
G274286,80403
G248290,80429
G086137,60125
G059113,50810
G183787,60136
G213881,10402
G205613,30705
G156003,11209
G171759,80403
G294892,81105
G108988,31314
G299049,80814
G195138,50518
G269234,60111
G177266,50506
G051424,80101
G147379,80428
G324972,11202
G182669,40202
G099239,81216
G045584,81303
G330991,80102
G092834,50303
G255131,81217
G298722,50521
G193561,60109
G106246,60120
G330806,60167
G204885,60163
G324577,80509
G100406,81216
G193082,11308
G150451,60202
G077327,81211
G150288,30721
G271335,31314
G078255,60201
G045411,50811
G330132,51307
G266027,50529
G278106,50617
G278064,50804
G029781,60174
G299812,60119
G321250,81219
G206805,60121
G008900,80405
G133811,60150
G159976,40118
G062534,60167
G113722,51106
G317549,60202
G310296,60212
G045727,80413
G115901,61403
G106273,40123
G082436,50518
G003940,60154
G062743,50503
G145447,30129
G189940,60162
G260699,31318
G116513,10701
G213730,60136
G325614,30716
G327524,60118
G008929,50503
G259956,80402
G030201,80411
G116109,81111
G294275,80409
G132798,60127
G279901,30108
G139615,60228
G335845,60211
G157667,10402
G040580,80402
G050468,30122
G103489,30112
G050807,51108
G321772,50513
G251611,60154
G031393,80415
G096905,10117
G168451,61006
G323288,60121
G184124,40211
G306863,30722
G284352,60154
G097487,80810
G193873,30119
G189144,60128
G260177,51304
G324400,60909
G076807,81006
G085023,50414
G247171,80405
G073840,60130
G323063,30116
G253165,40144
G256897,40159
G283347,30723
G188525,80501
G263746,50803
G300667,60140
G009368,50414
G031245,60210
G081889,81221
G082888,80810
G024627,10117
G185041,50507
G077670,60907
G181727,10115
G312885,80610
G155703,40403
G039748,81305
G229463,60124
G197883,40159
G261964,31202
G119494,60121
G282095,11209
G270126,30719
G270857,60178
G204359,10105
G126134,80101
G202926,61405
G155678,30725
G183410,60130
G302818,80417
G050743,50530
G046495,60205
G170455,80102
G304039,30110
G215382,81209
G066516,51107
G269746,60309
G251383,60309
G147419,10703
G155754,60178
G099070,50802
G120354,10701
G136572,10409
G041071,50302
G277379,81006
G005181,10105
G112757,81108
G148495,80428
G031612,40137
G268152,80431
G050350,10703
G323308,60206
G173221,60303
G029580,50402
G191872,30722
G167714,60178
G107535,30116
G059842,61401
G168912,61401
G026114,30722
G278101,80436
G157546,80606
G168217,50808
G259675,50406
G100109,80435
G004759,60145
G144442,61406
G084436,40137
G049717,10402
G209361,60181
G080504,80815
G060901,50605
G134808,40149
G041119,60113
G072220,50413
G052091,80416
G082655,60146
G266570,11202
G263928,50516
G018554,81019
G069350,80814
G208536,30102
G102298,60124
G314077,31012
G260404,50503
G182243,60156
G080764,81306
G078983,51305
G038308,31203
G044323,30719
G310403,11209
G294831,80437
G136618,11310
G116296,60181
G096516,11309
G052253,80501
G123335,81222
G192557,60112
G331409,30109
G039691,81209
G252783,60103
G162373,80515
G265338,80102
G312846,50414
G292860,80406
G292434,10411
G260616,60802
G183502,60121
G196210,30110
G298968,60801
G037525,31202
G205895,60142
G264394,31305
G096882,80611
G084167,31004
G277194,80406
G132971,30712
G262428,50807
G289129,80509
G262039,80508
G038364,81205
G012329,80425
G120412,11208
G258870,11210
G287688,11210
G155690,60704
G264715,60103
G155530,60103
G074201,80518
G116723,80402
G118099,80609
G020747,50414
G100511,81209
G202053,60160
G269124,11205
G323042,60217
G136476,11207
G212391,60103
G179206,50405
G277344,80519
G285496,80436
G020305,30102
G156035,60127
G185212,60150
G010988,80414
G036362,31203
G262868,10803
G108106,61304
G317843,30721
G322609,60146
G125337,80440
G113250,31013
G014240,60111
G081009,51309
G166575,11204
G119714,40102
G030821,60703
G228049,60173
G047925,31202
G118048,40158
G293744,80436
G084214,50607
G046213,60805
G077319,50605
G301554,80518
G223047,10402
G110678,31311
G129155,11002
G232238,50302
G098251,80445
G293085,80503
G300320,30126
G086517,61304
G321609,80102
G296135,60182
G049456,10413
G268893,30725
G324821,11205
G157627,81215
G084663,50814
G253018,50801
G064007,40119
G308033,60125
G084680,51202
G167428,50812
G110849,60127
G296712,30111
G069196,80436
G273142,10702
G177994,60310
G255135,51302
G035843,80415
G248199,80417
G124021,31004
G013977,60124
G329485,81003
G101558,40129
G274131,10704
G319221,60119
G273967,31003
G106811,50408
G098560,40137
G100826,50504
G112668,50410
G120418,60233
G175012,60210
G268296,80404
G001029,40102
G335904,10803
G052340,80413
G051769,80419
G263935,81320
G002365,30706
G322985,60710
G109383,81019
G078260,60304
G261281,80811
G100949,80501
G265580,60130
G142535,31314
G294250,80445
G183317,60104
G278291,80404
G319316,31203
G323348,31312
G205559,60174
G042595,81308
G082540,80518
G189191,60709
G104176,30126
G334086,10123
G325665,81215
G197910,30706
G009434,80508
G033414,40103
G292242,80501
G145804,50803
G335994,11308
G160424,50804
G149390,30712
G214417,60173
G251201,60166
G102384,30126
G099075,70106
G008057,60132
G291955,61006
G052091,60103
G316610,30126
G214002,60111
G160966,61006
G284543,40171
G160216,30117
G215479,50411
G188065,60704
G259463,81222
G009030,80501
G105483,40119
G268956,30102
G100971,80101
G193224,80808
G334121,40118
G213999,80419
G331231,30104
G171258,81222
G126395,60117
G326842,11209
G265525,50523
G010000,11304
