ECO_ID,Long,Lat,Area,Realm
60803,-60.7921542,-35.49198928,398554.51,NT
60805,-69.22333276,-45.6633028,576598.76,NT
60902,-80.60422715,22.1289078,5646.5,NT
60903,-71.52280233,18.48194145,628.44,NT
60904,-80.80882174,26.13654696,20028.31,NT
60905,-79.65010689,-2.081115336,2923.88,NT
60906,-62.2909241,9.487286617,5988.45,NT
60907,-57.20414309,-18.0611877,170501.33,NT
60908,-59.54226151,-31.09512871,37099.29,NT
60909,-56.63460303,-28.6274277,26866.56,NT
61001,-67.9018323,-21.23729106,254929.07,NT
61002,-68.08167869,-20.66077512,211477.99,NT
61003,-72.48752011,-13.47905225,116873.73,NT
61004,-77.92290267,-7.499970409,12119.7,NT
61005,-70.93981959,8.752122679,2797.6,NT
61006,-76.43238267,1.652962831,29810.5,NT
61007,-73.66295997,10.81864404,1238.66,NT
61008,-69.36546877,-30.68607857,124778.58,NT
61010,-67.59805202,-28.99114181,116569.42,NT
61201,-71.02101763,-31.39732977,148380.88,NT
61301,-63.48224541,10.62106477,5260.18,NT
61303,-69.62673889,-22.32725439,104903.49,NT
61304,-39.86106118,-8.651217344,731320.17,NT
61305,-62.70731549,15.34672389,3117.97,NT
61306,-77.27602255,20.84556272,3255.7,NT
61307,-90.89865203,-0.547208174,7978.25,NT
61308,-73.10528901,11.06043176,31477.42,NT
61309,-66.1586107,9.725047957,68181.46,NT
61311,-81.59670424,3.976280819,7.66,NT
61312,-89.70799305,14.97900817,2328.41,NT
61313,-70.08800352,10.83760071,15909.18,NT
61314,-109.945723,23.59847074,3867.26,NT
61315,-75.0863039,-13.28222462,184213.3,NT
61316,-97.60936931,18.82176537,9861.78,NT
61318,-29.3096035,0.9120514,6.04,NT
61401,-56.12395769,4.527192946,40894.42,NT
61402,-77.0491924,22.07571897,17859.35,NT
61403,-89.07145004,18.18768615,26658.34,NT
61404,-107.2157163,23.39516304,8174.09,NT
61405,-78.93237054,2.008152479,13460.91,NT
61406,-40.82896392,-16.71314091,10025.28,NT
61407,-88.30683484,12.61304672,7826.6,NT
70101,157.8770733,6.651786315,577.76,OC
70102,-157.884259,0.731570483,611.86,OC
70103,-158.6956705,-20.72364512,211.97,OC
70104,171.9839264,3.760897206,530.17,OC
70105,147.5137284,-17.46534846,11571.78,OC
70106,-156.4341969,20.42941203,6717.54,OC
70107,-177.9717815,-29.35745357,33.74,OC
70108,-139.5694132,-9.365296996,1074.15,OC
70109,142.0865154,26.27575514,96.25,OC
70110,134.5194042,7.425494526,459.75,OC
70111,-109.357143,-27.12305254,178.04,OC
70112,-172.0473693,-13.7739908,3082.52,OC
70113,-149.9720394,-17.41714195,1620.46,OC
70114,-173.4375268,-19.62953476,937.77,OC
70115,-142.0181652,-17.72233799,943.13,OC
70116,-148.4845297,-24.40663538,141.63,OC
70117,-58.58878372,-5.256773894,92.73,OC
70201,178.1972608,-17.32444361,6889.81,OC
70202,-156.2946074,20.1273318,6614.44,OC
70203,145.1588292,14.51783342,1032.12,OC
70204,138.1986895,9.545198373,101.45,OC
70701,-155.6560513,19.61439896,1847.59,OC
70702,-157.0137706,20.73618621,1517.52,OC
70703,-172.7549814,26.36960176,14.74,OC
80101,107.9238141,28.14745659,269131.9,PA
80102,103.0415092,25.43835404,239854.47,PA
80401,12.58651506,42.87588151,16147.17,PA
80402,3.294004543,49.58698099,400447.12,PA
80403,-27.34337648,38.36289121,2616.87,PA
80404,23.81514826,43.00030704,224767.87,PA
80405,13.51925088,54.55164003,117106.64,PA
80406,-6.040170019,42.68223675,79846.5,PA
80407,51.35134729,37.30933264,55131.75,PA
80408,44.25392218,41.93273919,170538.22,PA
80409,-4.145892855,53.63162856,210026.93,PA
80410,33.84188422,38.77365336,101492.55,PA
80411,113.542732,38.31496337,359866.79,PA
80412,23.58061439,51.42900212,733978.17,PA
80413,127.4816123,37.17959175,104601.69,PA
80414,127.5824979,41.80686466,93437.54,PA
80415,116.3827578,30.67385911,437582.25,PA
80416,38.20553802,44.58089768,30214.62,PA
80417,108.6197357,31.69511689,168169.59,PA
80418,17.34885483,44.08171995,58285.55,PA
80419,42.68066452,52.83214989,730128.43,PA
80420,38.98611082,38.7067317,81627.53,PA
80421,-0.850119848,51.51210462,45769.93,PA
80422,35.04369175,41.13970428,74512.62,PA
80423,142.3128777,43.32910617,25582.99,PA
80424,116.0044153,35.752883,434240.21,PA
80425,-16.94202003,32.75821355,814.23,PA
80426,127.8458238,46.38400876,505286.74,PA
80427,135.9918276,36.32718207,21637.2,PA
80428,139.3263511,38.46707358,82360.03,PA
80429,-6.640645504,56.10366473,38835.38,PA
80430,124.149662,43.80627082,232909.33,PA
80431,19.60812171,46.76241751,307716.37,PA
80432,10.72164139,45.20884678,42460.89,PA
80433,0.648948129,42.69230604,25930.12,PA
80434,108.4987494,33.54026403,123278.37,PA
80435,24.29563733,42.23219509,31685.27,PA
80436,31.84110862,56.67515212,850317.19,PA
80437,105.1976495,30.19699802,98008.84,PA
80438,144.3321734,45.93409192,12562.53,PA
80439,127.5257897,34.75123623,14724.46,PA
80440,134.6892302,34.35896668,138266.08,PA
80441,138.4700058,36.18717855,41912.92,PA
80442,83.19210331,40.13540829,54532.55,PA
80443,135.2048127,46.75589969,197953.6,PA
80444,76.94421241,56.06974285,224488.32,PA
80445,8.243558635,48.40838215,493836.32,PA
80446,49.2639718,33.1497934,397568.91,PA
80501,10.60297946,46.41944661,149870.8,PA
80502,90.07325847,48.2461034,142875.11,PA
80503,-4.206183504,57.17850326,22112.44,PA
80504,23.24613163,47.97218236,125334.93,PA
80505,123.9842607,51.94156806,249275.2,PA
80506,68.72122435,32.5128063,20071.11,PA
80507,52.49232598,36.85189608,63287.33,PA
80508,105.8649422,38.62174111,24704,PA
80509,100.2535609,29.21174828,99290.93,PA
80510,143.0571401,43.60564976,45852.78,PA
80511,139.3777629,38.22025904,11504.52,PA
80512,98.75933536,48.410297,2901.9,PA
80513,1.106059315,35.3076498,23091.06,PA
80514,94.68790783,29.46765788,46220.24,PA
80515,35.39619774,40.42463374,101409.68,PA
80516,97.68354532,29.09528028,82699.02,PA
80517,102.4002033,35.5328163,16653.12,PA
80518,102.9931021,30.58646189,80133.75,PA
80519,94.61503618,52.49544084,358833.37,PA
80520,9.410007382,63.43353902,19401.37,PA
80521,80.47603418,42.98935527,27567.84,PA
80601,112.449321,61.65077722,3922554.66,PA
80602,-18.71940285,65.0611226,92077.38,PA
80603,158.6104033,55.46576193,147064.4,PA
80604,160.3708291,56.10457229,15293.73,PA
80605,147.2104459,65.48899972,1133261.93,PA
80606,136.3842783,52.03636429,403504.46,PA
80607,142.7845482,50.65381966,68943.67,PA
80608,36.31314662,62.87900337,2170288.14,PA
80609,109.9060428,50.9300676,201185.64,PA
80610,58.43599017,59.46517613,175548.43,PA
80611,75.05868177,61.32853177,1680244.74,PA
80801,68.02851771,41.01371093,127683.11,PA
80802,82.58781646,48.47150236,83191.92,PA
80803,33.0361625,38.73616342,24934.21,PA
80804,112.6321393,49.92159346,209634.25,PA
80805,44.25686392,38.84298477,168381.66,PA
80806,83.4481665,46.21231842,65134.55,PA
80807,-6.890577319,62.06516781,1456.79,PA
80808,70.26281355,40.06531934,168202.03,PA
80809,71.7913978,54.10615553,422308.21,PA
80810,70.09297873,51.77397529,807556.8,PA
80811,72.83543213,50.32150239,72199.47,PA
80812,39.85609765,35.18521593,132288.38,PA
80813,115.9115906,45.8492186,889460.08,PA
80814,42.69652821,48.53627556,997072.74,PA
80815,94.39803112,51.32936566,34056.95,PA
80816,101.2966925,49.03154029,228368.86,PA
80817,92.57386211,54.9223328,162600.05,PA
80818,77.25162455,43.28322892,129231.19,PA
80901,131.1480908,48.73795166,123622.05,PA
80902,118.6116124,38.07753956,11564.86,PA
80903,123.9556216,46.50499994,23259.81,PA
80904,31.64191036,28.61150393,50952.52,PA
80905,12.68058826,30.32254475,53853.66,PA
80906,47.09604637,31.63666542,35572.85,PA
80907,132.5976317,45.17145265,33836.38,PA
80908,120.2884127,33.78233899,5319.73,PA
81001,88.01092592,48.65395343,90434.37,PA
81002,88.10691001,33.34032009,629190.38,PA
81003,90.6541204,28.57718599,121013.77,PA
81004,66.31477614,34.28434278,66482.04,PA
81005,70.51421742,36.29329193,28268.45,PA
81006,76.36421279,34.81847028,143264.61,PA
81007,99.28407436,47.49154229,37167.76,PA
81008,57.92270838,37.80723753,58318.57,PA
81009,58.0764801,31.02618374,126223.79,PA
81010,-6.245976261,31.74816194,6327.65,PA
81011,85.24905256,36.10882211,374494.46,PA
81012,75.16471979,34.00642334,49389.78,PA
81013,108.1511141,38.12335484,215604.05,PA
81014,73.340187,38.37970906,118039.56,PA
81015,97.97214987,38.65609598,73285.47,PA
81016,96.41074843,51.90619722,81212.68,PA
81017,99.21807292,32.60765685,460542.1,PA
81018,68.13440973,31.32213031,23849.58,PA
81019,81.77611422,42.71901947,280611.24,PA
81020,94.79637599,33.28940195,271999.14,PA
81021,81.00450635,30.48926195,70090.43,PA
81022,88.9205404,29.14127026,59380.65,PA
81101,52.54771341,78.48506031,162810.24,PA
81102,168.6307477,63.50161701,477269.46,PA
81103,143.6464992,65.72819535,560461.37,PA
81104,54.21945365,67.56545592,300484.58,PA
81105,160.0821087,56.72205387,119889.31,PA
81106,35.7164042,68.48777083,59185.38,PA
81107,146.7608847,70.73881823,224277.81,PA
81108,57.01095195,68.3353787,286282.13,PA
81109,142.038986,75.08133219,37247.29,PA
81110,15.55669111,65.73972177,244864.75,PA
81111,101.5001523,72.30279166,962154.39,PA
81112,122.1602833,55.92561142,218608.03,PA
81113,-61.72051658,71.21424238,7599.86,PA
81114,76.11166718,69.14897275,415130.99,PA
81201,24.78298066,38.75495215,133557.95,PA
81202,29.23961718,39.04510189,86392.73,PA
81203,-16.59361345,28.1968418,4966.86,PA
81204,9.026356296,42.08597932,3633.65,PA
81205,24.84143181,35.22038084,8192.5,PA
81206,33.23491402,35.04722775,9272.64,PA
81207,37.42596525,35.7997753,143853.28,PA
81208,-2.458019262,39.98258731,34460.94,PA
81209,-3.615528807,39.78788503,297955.65,PA
81210,18.08361798,42.32772443,40638.91,PA
81211,12.35105013,42.82817076,102224.63,PA
81212,-9.209875956,30.35791278,99974.98,PA
81213,4.082078854,33.52915483,292082.22,PA
81214,1.477615971,34.60007722,358243.22,PA
81215,3.433496321,42.6917488,90850.93,PA
81216,-5.587133373,41.63659087,57405.92,PA
81217,21.11968957,40.31673571,39583.76,PA
81218,15.64553311,39.33018176,13094.78,PA
81219,-1.931450346,37.16269598,2867.85,PA
81220,33.29295395,36.87284256,76475.44,PA
81221,-7.313823634,38.16405233,71123.33,PA
81222,13.15308098,39.70813666,85083.97,PA
81301,67.56873404,35.26989054,13682.46,PA
81302,101.5746471,41.47063208,674352.29,PA
81303,46.03075829,24.88371974,1847460.79,PA
81304,-15.70872885,22.19538412,39887.34,PA
81305,47.65816622,40.35529064,64089.4,PA
81306,64.58016733,36.62747873,133646.55,PA
81307,68.23379346,30.08880966,288423.82,PA
81308,49.93456794,46.3190039,267975.52,PA
81309,65.74959432,33.22345964,139333.15,PA
81310,65.69085813,44.76457773,663852.57,PA
81311,64.52940637,43.53711499,88799.89,PA
81312,60.86533376,40.56847696,567375.8,PA
81313,56.03419201,33.47600265,580654.83,PA
81314,108.9565646,43.88555404,282367.98,PA
81315,100.3205999,45.4186594,139713.73,PA
81316,93.64886336,48.76564958,157705.51,PA
81317,88.77055409,45.65289573,304937.77,PA
81318,65.84162551,48.19782342,680441.47,PA
81319,55.45092421,38.32039765,26285.62,PA
81320,40.90949281,33.87687042,210907.96,PA
81321,1.583333291,28.72049492,1673775.7,PA
81322,67.24243948,35.99027323,92608.73,PA
81323,48.74171751,27.28137783,72517.6,PA
81324,93.71483815,37.70553816,192146.66,PA
81325,44.43222084,22.77945392,649657.78,PA
81326,63.15001851,30.31237405,276998.95,PA
81327,13.91394549,24.0863367,4629416.31,PA
81328,57.36792781,27.70127672,350889.1,PA
81329,12.89091862,18.58339798,1098253.9,PA
81330,85.3214503,40.01748817,742656.95,PA
81331,17.98512085,21.10271504,82009.37,PA
81332,5.954732927,23.30735565,257450.26,PA
81333,34.83218453,24.64810755,59196.58,PA
